atol    1e-9
length    1.0
m_N    2
m_end    9.90991
m_start    2.47748
mode    TE011
omega    4.954955e+00
phi_N    1
phi_end    0.0
phi_start    0.0
r_N    100
r_end    1.0000001
r_start    0.0
radius    1.0
rtol    1e-6
z_N    1
z_end    1e-4
z_start    1e-4

m    r    phi    z    Re[j_r]    error_Re[j_r]    Im[j_r]    error_Im[j_r]    Re[j_phi]    error_Re[j_phi]    Im[j_phi]    error_Im[j_phi]    Re[j_z]    error_Re[j_z]    Im[j_z]    error_Im[j_z]  
2.47748  0.30303033333333335  0  0.0001  -8.284666478956683e-17  -6.316629124860412e-15  2.2489912404303185e-17  -9.461027549741542e-15  -0.24469727892943724  -2.291522180009104e-07  0.5811572886114343  -3.504675734929158e-10  -0  -0  -0  -0  
2.47748  0.31313134444444446  0  0.0001  -4.063859879552475e-17  -6.468829887173279e-15  -3.8544071666242315e-17  -9.29332667966405e-15  -0.2544323974851306  -1.9665333422267773e-08  0.5918908647909137  -4.482462452992474e-10  -0  -0  -0  -0  
2.47748  0.3232323555555556  0  0.0001  -1.5655936074517417e-17  -6.616418701420473e-15  -5.472445732150297e-17  -9.122156574733694e-15  -0.26426926631969994  -1.0754180906952955e-07  0.6018599915072085  -5.683513286463522e-10  -0  -0  -0  -0  
2.47748  0.3333333666666667  0  0.0001  3.875704248025062e-18  -6.7591021182631824e-15  2.1774372414346742e-17  -8.94775655005826e-15  -0.27420319643665664  -3.233191341003895e-07  0.6110530999721496  -7.148583437452427e-10  -0  -0  -0  -0  
2.47748  0.3434343777777778  0  0.0001  -2.060544561101653e-17  -6.896938895032328e-15  1.066296868853511e-17  -8.770145450925464e-15  -0.2842288802175427  -7.269129099116935e-07  0.6194597268635723  -8.92433747902597e-10  -0  -0  -0  -0  
2.47748  0.35353538888888897  0  0.0001  -4.187409659408545e-17  -7.029956211271095e-15  -3.456396636794521e-17  -8.589729533412667e-15  -0.2943403942120141  -2.3718526312745383e-07  0.6270705279559902  -1.106413871472074e-09  -0  -0  -0  -0  
2.47748  0.36363639999999997  0  0.0001  -4.9207681853992653e-17  -7.158031485211192e-15  -5.830609902816816e-18  -8.406450001034065e-15  -0.3045312004779874  -2.5915827883661725e-07  0.6338772900626914  -1.362901599058475e-09  -0  -0  -0  -0  
2.47748  0.37373741111111114  0  0.0001  -1.739543157657839e-17  -7.281010134690077e-15  2.1815849756586932e-17  -8.220781445493967e-15  -0.3147941514085707  -6.310037091360219e-07  0.6398729412726725  -1.6688878218429653e-09  -0  -0  -0  -0  
2.47748  0.38383842222222225  0  0.0001  -2.732429017059779e-17  -7.398412010019285e-15  -5.1100486556472486e-18  -8.032704869100006e-15  -0.3251214963216916  -8.49501617695534e-07  0.6450515594684889  -2.0324088260973296e-09  -0  -0  -0  -0  
2.47748  0.39393943333333337  0  0.0001  -3.529354383326481e-18  -7.510970522346533e-15  4.808712468016513e-17  -7.84250237510834e-15  -0.33550489605227524  -2.9319819935574395e-08  0.6494083791138116  -2.4627555794532986e-09  -0  -0  -0  -0  
2.47748  0.4040404444444445  0  0.0001  1.2001725887798312e-17  -7.61803990365214e-15  -3.422342669107237e-17  -7.707598963461865e-15  -0.34593539338639395  -5.57314534270082e-07  0.6529397963021085  -2.970761597466253e-09  -0  -0  -0  -0  
2.47748  0.4141414555555556  0  0.0001  -4.3322668627893626e-17  -7.719110214052336e-15  -2.8165951479739344e-17  -7.59157009972722e-15  -0.3564035020508429  -6.777937264749389e-08  0.655643372060731  -3.5692083960313357e-09  -0  -0  -0  -0  
2.47748  0.42424246666666665  0  0.0001  -4.1675396448822065e-17  -7.815211541350628e-15  2.4468098267443643e-17  -7.473451681497998e-15  -0.3668991404825286  -1.1684669047382241e-08  0.6575178339072603  -4.232430506080653e-09  -0  -0  -0  -0  
2.47748  0.43434347777777776  0  0.0001  -5.547931912709845e-17  -7.905203451654142e-15  -2.4663687033452774e-18  -7.35256642303755e-15  -0.3774116851517191  -1.0674466100838094e-07  0.6585630756578004  -4.917762391326352e-09  -0  -0  -0  -0  
2.47748  0.44444448888888893  0  0.0001  -3.015211131276497e-17  -7.989585947506052e-15  -2.1425463613364605e-17  -7.229591526536693e-15  -0.3879299778491087  -1.0876958707086788e-07  0.6587801554895871  -5.626168168315673e-09  -0  -0  -0  -0  
2.47748  0.45454550000000005  0  0.0001  -5.409524581957205e-17  -8.068136791566245e-15  6.027645102036816e-18  -7.10564945891508e-15  -0.39844234195120953  -5.061671187369159e-07  0.65817129226301  -6.3662265568660805e-09  -0  -0  -0  -0  
2.47748  0.46464651111111116  0  0.0001  -4.080687184616567e-17  -8.141020295251783e-15  -3.778058749344359e-17  -6.983968192257608e-15  -0.4089366835304748  -3.84188087842855e-07  0.6567398601108642  -7.135041790993765e-09  -0  -0  -0  -0  
2.47748  0.4747475222222223  0  0.0001  -2.1191360712154238e-17  -8.207867224585784e-15  -5.1139444413909226e-17  -6.869208205853914e-15  -0.419400103276691  -1.9176130070329153e-07  0.6544903813053528  -7.872797320750637e-09  -0  -0  -0  -0  
2.47748  0.48484853333333333  0  0.0001  2.1114154272780433e-17  -8.268965310373935e-15  8.632855659737032e-19  -6.765391421550671e-15  -0.4298197307886666  -1.519604846602481e-07  0.6514285174159691  -8.611137869270685e-09  -0  -0  -0  -0  
2.47748  0.49494954444444444  0  0.0001  -5.81276402674235e-17  -8.324152393463583e-15  -4.563446360849284e-17  -6.660026670392637e-15  -0.4401819347163592  -5.9210678787196e-07  0.6475610587741618  -9.363875336016443e-09  -0  -0  -0  -0  
2.47748  0.5050505555555556  0  0.0001  1.447555478301055e-18  -8.373346528255652e-15  -7.19255283924174e-18  -6.553296207124659e-15  -0.4504727526549824  -6.376169665754105e-07  0.6428959122632171  -1.0122203616215218e-08  -0  -0  -0  -0  
2.47748  0.5151515666666667  0  0.0001  -5.078381876319259e-17  -8.416446260464257e-15  -3.305379938526153e-17  -6.547933789457084e-15  -0.46067783525666817  -4.4809674503107843e-07  0.637442087454375  -1.0875830945774822e-08  -0  -0  -0  -0  
2.47748  0.5252525777777778  0  0.0001  -5.411541566652427e-17  -8.453861576284481e-15  -4.932503179735345e-17  -6.5534904827674896e-15  -0.4707824724783288  -6.306177904765374e-07  0.6312096811129244  -1.1554405829782434e-08  -0  -0  -0  -0  
2.47748  0.535353588888889  0  0.0001  -1.997572818411282e-17  -8.485288782651622e-15  -3.0023875986268926e-17  -6.556859777501668e-15  -0.4807716214771369  -9.528985122512768e-07  0.6242098601001045  -1.219167150475487e-08  -0  -0  -0  -0  
2.47748  0.5454546  0  0.0001  -7.139133865076654e-17  -8.510473736515797e-15  -4.5314041730841336e-17  -6.558079481177559e-15  -0.49062993501902663  -7.760949392571048e-07  0.6164548426998866  -1.272954792779193e-08  -0  -0  -0  -0  
2.47748  0.5555556111111111  0  0.0001  -6.440663795652926e-17  -8.529974495030024e-15  -9.694866957820398e-17  -6.595202908374476e-15  -0.5003417920390796  -5.799959707109143e-07  0.6079578784012015  -1.3190852645157862e-08  -0  -0  -0  -0  
2.47748  0.5656566222222222  0  0.0001  -6.119424752921948e-17  -8.543228220751212e-15  -4.309975005969421e-17  -6.631501504685398e-15  -0.5098913273536355  -6.414533391847592e-07  0.5987332261692874  -1.3575343296808574e-08  -0  -0  -0  -0  
2.47748  0.5757576333333334  0  0.0001  -5.1602951677614695e-17  -8.55093083736539e-15  1.7450691993382622e-17  -6.665153522207481e-15  -0.5192624655428947  -6.589549873249121e-07  0.5887961312418059  -1.3866922148470193e-08  -0  -0  -0  -0  
2.47748  0.5858586444444445  0  0.0001  -3.548463596783513e-17  -8.552763350584727e-15  -4.5067082421455745e-17  -6.6959047465140045e-15  -0.5284389521060155  -6.350540820535195e-07  0.5781628004876702  -1.4048754206457142e-08  -0  -0  -0  -0  
2.47748  0.5959596555555556  0  0.0001  4.634439693639432e-18  -8.548613068714061e-15  -5.4630556201700714e-17  -6.723609264070584e-15  -0.5374043881641174  -7.516461385420822e-07  0.5668503763688223  -1.409201310045009e-08  -0  -0  -0  -0  
2.47748  0.6060606666666667  0  0.0001  -6.823273178925268e-17  -8.538732355393695e-15  -2.934494276391391e-17  -6.748398411111149e-15  -0.5461422686195468  -7.243197943244682e-07  0.5548769095472115  -1.394913266556644e-08  -0  -0  -0  -0  
2.47748  0.6161616777777777  0  0.0001  -1.5840447182201996e-17  -8.523191359691244e-15  -1.0367732359835015e-16  -6.77004950249039e-15  -0.5546359980678481  -2.7681374891529273e-07  0.5422613301813612  -1.365076600919531e-08  -0  -0  -0  -0  
2.47748  0.6262626888888889  0  0.0001  -5.1799433133076077e-17  -8.501937115187906e-15  -8.864744207781858e-17  -6.78856590326659e-15  -0.5628689663977102  -5.8012552699956715e-08  0.5290234179588692  -1.318225522421883e-08  -0  -0  -0  -0  
2.47748  0.6363637  0  0.0001  -3.655171936913008e-17  -8.475047522860892e-15  -4.933053461041858e-17  -6.803635214858176e-15  -0.5708245457054428  -8.566281285072774e-07  0.5151837709130921  -1.253089176062215e-08  -0  -0  -0  -0  
2.47748  0.6464647111111111  0  0.0001  -3.6179618068158545e-17  -8.442751227838007e-15  -3.759419745436748e-17  -6.815307971738231e-15  -0.5784861473159782  -2.2172619041920795e-07  0.5007637730741232  -1.1687012058504635e-08  -0  -0  -0  -0  
2.47748  0.6565657222222222  0  0.0001  -3.841013228306429e-17  -8.405123386090404e-15  -8.665887940628358e-17  -6.823487489819498e-15  -0.5858372559452166  -2.6046404886978935e-07  0.4857855610058838  -1.0645475537207252e-08  -0  -0  -0  -0  
2.47748  0.6666667333333334  0  0.0001  -4.204251782756065e-17  -8.362233139676526e-15  4.5505083948242523e-17  -6.8282480621715866e-15  -0.5928614674420523  -3.036283424107071e-07  0.4702719892828504  -9.407693873030242e-09  -0  -0  -0  -0  
2.47748  0.6767677444444444  0  0.0001  -3.502069604347911e-17  -8.313675145888609e-15  -4.8970931701066915e-17  -6.8293072556119425e-15  -0.599542527596728  -1.0120763235228584e-07  0.45424659496148645  -7.984524365855752e-09  -0  -0  -0  -0  
2.47748  0.6868687555555556  0  0.0001  2.3382463833032104e-17  -8.260193671965009e-15  -6.902071325656957e-17  -6.826724893125854e-15  -0.6058643721188481  -2.914331935820328e-08  0.43773356110296613  -6.400600777267965e-09  -0  -0  -0  -0  
2.47748  0.6969697666666667  0  0.0001  -5.757886363241732e-19  -8.2016329411939e-15  -1.1845839087534826e-16  -6.820242663332135e-15  -0.6118111583038949  -2.1590800084373243e-07  0.4207576794051423  -4.701339366709233e-09  -0  -0  -0  -0  
2.47748  0.7070707777777779  0  0.0001  -6.9173977401458e-17  -8.13800252399184e-15  -2.4537523386405426e-17  -6.810205028383377e-15  -0.6173673196670846  -2.533015187533124e-07  0.40334431200303966  -2.9657314638837997e-09  -0  -0  -0  -0  
2.47748  0.7171717888888889  0  0.0001  -6.534583678638732e-17  -8.069668833599976e-15  -5.19195185548987e-17  -6.7961281735744966e-15  -0.6225175891727094  -6.586390733587098e-08  0.38551935249733166  -1.3332463671822844e-09  -0  -0  -0  -0  
2.47748  0.7272727999999999  0  0.0001  7.629382883256063e-18  -7.996352963638024e-15  -3.8246112872428545e-17  -6.7780834779957096e-15  -0.6272470465092453  -7.896856636952746e-08  0.36730918627943726  -1.1911868529084273e-10  -0  -0  -0  -0  
2.47748  0.7373738111111112  0  0.0001  -2.402722668326098e-17  -7.91882865410213e-15  -1.201586163330163e-18  -6.7561858832848616e-15  -0.6315411558723524  -1.0385686415385163e-07  0.348740650194694  -7.85155028697716e-10  -0  -0  -0  -0  
2.47748  0.7474748222222223  0  0.0001  -4.7075474343350445e-17  -7.836240794548687e-15  3.153763658936396e-17  -6.752266730641786e-15  -0.6353858044680859  -1.3965879260300922e-07  0.32984099164232894  -2.993964018869388e-09  -0  -0  -0  -0  
2.47748  0.7575758333333334  0  0.0001  -7.975928353380964e-17  -7.749591296872475e-15  -1.0997815650084693e-16  -6.837548152897745e-15  -0.6387673416561312  -1.205877853747011e-07  0.3106378271413006  -6.3971830109640745e-09  -0  -0  -0  -0  
2.47748  0.7676768444444445  0  0.0001  -3.495514272363852e-18  -7.658491791694977e-15  -5.453262430354543e-17  -6.918413220708583e-15  -0.6416726172463941  -1.012466368743667e-07  0.29115910044817034  -1.1071233644516876e-08  -0  -0  -0  -0  
2.47748  0.7777778555555556  0  0.0001  3.1106425312858548e-18  -7.56381820727176e-15  -7.820158691724432e-17  -6.994621643747441e-15  -0.6440890197407249  -4.850246356304665e-08  0.27143304028554005  -1.7155306672555114e-08  -0  -0  -0  -0  
